# Result of Exception Analysis....

1A	[signaler] NoSuchElementException	org.argouml.util.SingleElementIterator	next(		[handler] Throwable	org.argouml.cognitive.Designer	run(	
17 	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¡	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¢	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17£	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¤	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¥	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¦	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17§	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¨	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17©	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17ª	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17«	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¬	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17­	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17®	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17¯	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17°	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
17±	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.uml.reveng.java.JavaImport	parseFiles(org.argouml.kernel.Project,java.util.Collection,org.argouml.uml.reveng.ImportSettings,org.argouml.taskmgmt.ProgressMonitor)	
17²	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17³	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17´	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.uml.reveng.java.JavaImport	parseFiles(org.argouml.kernel.Project,java.util.Collection,org.argouml.uml.reveng.ImportSettings,org.argouml.taskmgmt.ProgressMonitor)	
17µ	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Throwable	org.argouml.application.Main	main(String[])	
17¶	[signaler] IllegalArgumentException	org.argouml.i18n.Translator	localize(String)		[handler] Exception	org.argouml.util.Tools	getVersionInfo(	
18A	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18B	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18C	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18D	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18E	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18F	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18G	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18H	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18I	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18J	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18K	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18L	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18M	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18N	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18O	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18P	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18R	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18S	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18T	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18U	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18V	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18W	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18X	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18Y	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18Z	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18[	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18\	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18]	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18^	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
18_	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18`	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18a	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18b	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18c	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18d	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
18e	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18f	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18g	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18h	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18i	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18j	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18k	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
18l	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	addMember(java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19A	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19B	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19C	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19D	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19E	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19F	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19G	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19H	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19I	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19J	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19K	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19L	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19M	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19N	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19O	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19P	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19Q	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19R	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19S	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19T	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19U	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19V	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19W	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19X	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19Y	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19Z	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19[	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19\	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19]	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19^	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
19_	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19`	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19a	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19b	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19c	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19d	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
19e	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19f	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19g	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19h	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19i	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19j	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19k	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
19l	[signaler] IllegalArgumentException	org.argouml.uml.diagram.DiagramFactory	createDiagram(java.lang.Class,java.lang.Object,java.lang.Object)		[handler] Throwable	org.argouml.application.Main	main(String[])	
20A	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20B	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20C	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20D	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20E	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20F	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.Agency	applyCritics(java.lang.Object,org.argouml.cognitive.Designer,java.util.Collection,long)	CognitiveSuport
20G	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20H	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20I	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20J	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20K	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20L	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20M	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20N	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20O	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20P	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20Q	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
20R	[signaler] IllegalArgumentException	org.argouml.kernel.ProjectImpl	setRoot(java.lang.Object)		[handler] Exception	org.argouml.cognitive.ToDoList	forceValidityCheck(java.util.List)	CognitiveSuport
